"d","CA","CI_lower","CI_upper","simpleeffect","oxygen","silicon","titanium","ironsix","ironfour","ironthree"
0.3,0.0569637053326615,0.0287263476163217,0.108437265134339,0.0702681130374294,0.0666656339271113,0.0600420870497486,0.053596951896261,0.0462521357922816,0.0435807111935723,0.0363682651293555
0.31,0.058716946802998,0.0293953840549228,0.112206969925072,0.0712085377096068,0.0686729721034197,0.0619229286380901,0.0553492148198704,0.0479189554061933,0.045206894847627,0.0378071627077739
0.32,0.060465883263043,0.0300625575609669,0.115964952416138,0.0721695508165695,0.0706718437195442,0.0637951250314742,0.0570960453465718,0.0495883976775481,0.0468386509866285,0.0392563058529007
0.33,0.0622103107900499,0.0307278254773431,0.119710648484804,0.0731506576985711,0.0726628769699133,0.065658836231086,0.0588371092092845,0.0512595379880851,0.0484749492713687,0.04071464845939
0.34,0.0639500806443885,0.0313680907856784,0.123443642776949,0.074151375315864,0.0746466776048235,0.06751427299149,0.0605721583315878,0.0529315483495101,0.0501148501986144,0.0421812139368356
0.35,0.0656850913912463,0.0319705978057992,0.127157554873245,0.0751712319715346,0.0766238244274436,0.069361685425055,0.0623010193371273,0.0546036894062642,0.0517574985036884,0.0436550912277058
0.36,0.0674152819769527,0.0325712075129705,0.130844925731919,0.0762097670410423,0.0785948663057485,0.0712013533438689,0.0640235833333723,0.0562753030352038,0.053402117000341,0.0451354310366537
0.37,0.0691406256580433,0.0331699399917379,0.13451983774648,0.0772665307082965,0.0805603203860471,0.0730335781088724,0.0657397968403449,0.0579458055001726,0.0550480008304369,0.0466214422604913
0.38,0.0708611246902783,0.0337668224815342,0.13818230046692,0.0783410837081143,0.0825206712500706,0.0748586757843092,0.0674496537474092,0.0596146811222961,0.0566945120976477,0.0481123886086447
0.39,0.0725768056932999,0.034361888118518,0.141832388945079,0.0794329970749022,0.0844763708038787,0.0766769714206096,0.0691531881925165,0.0612814764294889,0.0583410748609107,0.0496075854044038
0.4,0.0742877156272252,0.0349551709156651,0.14547023986333,0.0805418518974111,0.0864278387255202,0.0784887943108958,0.0708504682685574,0.0629457947511481,0.0599871704648872,0.0511063965577623
